age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,y
56,blue-collar,married,unknown,no,yes,no,cellular,aug,tue,267,2,233,1,failure,1.2,101.245,-33.33,4.985,5298,no
60,admin.,single,basic.4y,no,yes,yes,cellular,apr,mon,330,1,180,0,failure,0.8,100.646,-36.48,4.057,5259.3,no
61,unknown,single,high.school,yes,yes,yes,telephone,jun,fri,135,2,999,0,nonexistent,1.4,103.299,-37.57,4.229,5257,no
46,management,married,professional.course,no,yes,no,cellular,mar,tue,251,2,336,2,failure,-0.3,97.758,-32.01,4.04,5296.9,no
22,self-employed,single,professional.course,no,yes,no,cellular,jul,tue,235,1,999,0,nonexistent,1,99.587,-39.61,4.448,5263.6,yes
31,student,married,basic.4y,no,no,no,telephone,jan,tue,196,3,40,0,success,0.2,99.02,-41.45,4.303,5238.6,yes
18,services,unknown,high.school,no,yes,yes,cellular,dec,wed,193,4,999,0,nonexistent,1.2,99.097,-37.02,4.844,5243.3,yes
35,self-employed,divorced,unknown,no,no,no,cellular,aug,tue,320,1,999,0,nonexistent,1.5,102.996,-39.43,4.622,5281.7,yes
59,technician,single,basic.4y,no,yes,no,cellular,mar,mon,191,2,999,0,nonexistent,0.1,99.102,-39.71,4.933,5284.8,yes
20,technician,divorced,high.school,no,no,yes,cellular,feb,thu,329,1,59,2,failure,1.5,98.941,-39.06,4.508,5210.9,no
29,unemployed,single,illiterate,no,yes,yes,telephone,may,tue,63,5,236,1,failure,0.9,100.3,-39.14,4.448,5242.2,no
20,retired,divorced,illiterate,no,yes,no,cellular,oct,wed,143,3,137,1,success,1.2,101.32,-39.81,4.64,5277.3,no
70,self-employed,married,basic.9y,no,no,no,cellular,feb,fri,277,3,999,0,nonexistent,0,96.351,-37.09,4.987,5253.4,no
54,blue-collar,divorced,unknown,no,no,yes,cellular,sep,wed,142,1,999,0,nonexistent,0,97.066,-37.81,4.765,5282.1,no
49,unemployed,divorced,basic.9y,no,no,no,cellular,mar,fri,330,1,999,0,nonexistent,1.2,99.757,-36.01,4.702,5214.5,yes
38,retired,single,illiterate,no,no,yes,telephone,jan,fri,78,2,999,0,nonexistent,1.2,97.039,-34.44,4.18,5229.2,no
23,unemployed,married,basic.4y,no,no,yes,cellular,may,thu,255,4,999,0,nonexistent,1.2,98.332,-39.04,4.276,5286,yes
43,blue-collar,divorced,unknown,no,yes,no,cellular,nov,wed,346,4,81,1,success,-0.3,102.642,-37.51,4.222,5289.3,no
54,admin.,single,university.degree,no,yes,yes,telephone,oct,wed,280,5,999,0,nonexistent,1,101.892,-41.3,4.973,5232.9,yes
37,blue-collar,married,unknown,no,yes,no,cellular,may,thu,118,5,999,0,nonexistent,-0.2,102.69,-36.43,4.542,5226.8,no
56,management,divorced,unknown,no,no,no,cellular,jan,wed,357,1,999,0,nonexistent,1.5,97.706,-38.41,4.613,5216,yes
50,housemaid,married,basic.6y,no,no,yes,cellular,aug,tue,307,4,999,0,nonexistent,0.3,96.003,-35.74,4.329,5280.5,no
28,blue-collar,divorced,basic.4y,no,yes,no,cellular,oct,fri,284,3,999,0,nonexistent,1.1,99.709,-38.55,4.694,5240,no
52,admin.,single,basic.4y,no,yes,no,telephone,sep,fri,178,1,999,0,nonexistent,0.9,101.165,-37.68,3.871,5287.9,no
35,retired,single,unknown,no,yes,no,cellular,feb,fri,151,4,999,0,nonexistent,0.4,103.321,-41.95,4.708,5229.3,yes
33,retired,married,university.degree,no,yes,no,cellular,feb,fri,116,2,999,0,nonexistent,1.5,97.615,-38.93,4.052,5219.8,no
37,housemaid,divorced,university.degree,no,yes,yes,cellular,jan,thu,250,4,999,0,nonexistent,0.3,101.875,-33.24,3.554,5236.8,no
54,entrepreneur,divorced,basic.4y,no,no,yes,cellular,may,fri,301,2,135,1,success,0.3,96.409,-33,3.915,5293.2,no
30,student,divorced,unknown,no,yes,no,cellular,feb,fri,148,5,297,2,failure,0,103.473,-34.13,3.769,5294.7,no
23,retired,single,illiterate,no,yes,no,telephone,jan,thu,173,1,999,0,nonexistent,0.5,96.179,-36.36,4.463,5287.3,no
73,housemaid,single,professional.course,no,no,no,cellular,sep,fri,188,2,999,0,nonexistent,0.4,96.578,-41.1,3.583,5205.5,no
27,self-employed,single,high.school,no,yes,no,telephone,nov,fri,299,5,301,1,success,1.2,100.253,-37.81,4.296,5293.9,no
40,unknown,married,high.school,no,no,no,cellular,jun,wed,317,4,343,2,failure,0.2,98.512,-37.01,4.302,5203.3,no
79,unknown,divorced,illiterate,no,no,no,cellular,sep,thu,255,3,999,0,nonexistent,0.5,101.413,-41.95,4.927,5235.7,no
26,technician,married,basic.9y,no,yes,no,cellular,apr,mon,84,3,999,0,nonexistent,0.4,103.486,-36.01,4.868,5212.1,no
34,entrepreneur,divorced,basic.9y,no,yes,no,cellular,sep,fri,316,5,240,1,failure,1,96.632,-32.31,3.732,5217.8,no
53,services,single,professional.course,no,no,no,cellular,apr,thu,201,3,999,0,nonexistent,0.4,103.121,-34.54,4.45,5238.3,no
23,admin.,married,unknown,no,yes,no,cellular,apr,tue,192,1,210,2,failure,0,101.596,-34.14,4.726,5244.1,yes
46,admin.,single,professional.course,no,no,no,cellular,mar,thu,74,2,999,0,nonexistent,0.9,97.086,-35.82,3.982,5265.9,no
26,unemployed,divorced,illiterate,no,yes,yes,telephone,feb,thu,166,1,999,0,nonexistent,1.1,99.076,-39.88,3.983,5244.6,no
61,unemployed,married,basic.6y,no,yes,yes,cellular,nov,wed,191,4,230,2,failure,0.1,102.292,-32.13,3.896,5209.4,no
51,blue-collar,divorced,basic.6y,no,yes,no,cellular,nov,tue,263,1,999,0,nonexistent,1.3,96.161,-34.58,4.53,5235.3,no
55,unemployed,married,illiterate,no,no,no,cellular,oct,mon,225,5,999,0,nonexistent,0.8,99.055,-39.74,4.845,5211,no
35,blue-collar,unknown,illiterate,no,yes,no,cellular,feb,mon,216,4,999,0,nonexistent,-0.4,100.268,-37.96,4.921,5265.8,no
23,management,married,high.school,no,no,no,cellular,apr,wed,268,2,999,0,nonexistent,1.2,96.25,-36.36,3.847,5223.3,no
21,services,married,high.school,no,no,yes,cellular,nov,tue,167,1,999,0,nonexistent,-0.3,103.667,-35.56,4.161,5224.9,no
43,technician,divorced,professional.course,no,no,no,cellular,feb,thu,126,1,999,0,nonexistent,0.2,96.862,-40.91,3.744,5291.9,yes
45,self-employed,married,basic.9y,no,yes,no,telephone,mar,mon,129,5,74,1,success,0.9,100.183,-41.49,3.708,5222.8,no
47,technician,single,basic.4y,no,no,yes,cellular,mar,fri,257,4,999,0,nonexistent,-0.4,101.595,-41.97,3.65,5200.4,no
56,housemaid,single,high.school,no,no,no,cellular,apr,tue,251,1,119,2,failure,1,103.165,-40.05,3.587,5269.4,yes
77,admin.,single,university.degree,no,yes,no,cellular,aug,fri,96,3,999,0,nonexistent,0.1,96.004,-32.6,3.771,5278.5,no
26,services,single,high.school,no,no,no,cellular,nov,mon,337,1,356,2,success,0.3,98.817,-36.8,4.93,5271.8,no
47,blue-collar,divorced,unknown,no,no,no,cellular,jun,thu,120,2,999,0,nonexistent,-0.5,96.648,-36.86,4.536,5200.9,yes
22,blue-collar,married,unknown,no,yes,yes,cellular,nov,thu,326,2,999,0,nonexistent,1.1,102.268,-32.06,4.772,5226.9,yes
56,technician,single,professional.course,no,yes,no,cellular,jul,wed,164,5,999,0,nonexistent,1.5,98.512,-39.35,4.368,5275.9,no
31,retired,divorced,university.degree,no,no,yes,cellular,feb,wed,86,3,999,0,nonexistent,1.5,98.148,-40.89,4.979,5234.9,yes
68,unemployed,single,high.school,no,yes,no,telephone,jan,thu,113,4,999,0,nonexistent,1,96.343,-33.27,4.76,5258.1,no
74,admin.,single,basic.9y,no,yes,yes,cellular,feb,fri,280,1,205,0,success,0.3,103.886,-41.64,4.534,5239.1,no
54,technician,divorced,professional.course,no,no,yes,cellular,nov,fri,354,5,999,0,nonexistent,1.1,99.546,-37.73,4.133,5221.4,no
51,unknown,single,high.school,no,yes,yes,cellular,jun,mon,167,4,999,0,nonexistent,0.3,97.066,-37.84,3.582,5285.9,no
37,housemaid,unknown,high.school,no,no,no,cellular,feb,wed,192,3,999,0,nonexistent,0.4,101.423,-39.56,4.656,5206,yes
60,services,single,basic.9y,no,no,no,cellular,feb,wed,275,5,999,0,nonexistent,0.5,101.675,-38.91,4.905,5205.4,no
63,housemaid,single,basic.9y,no,no,no,cellular,sep,mon,251,1,999,0,nonexistent,-0.1,99.48,-35.44,4.834,5256.1,no
33,blue-collar,married,basic.6y,no,no,no,telephone,dec,tue,230,3,229,1,success,0.5,100.371,-38.27,3.848,5219.9,yes
75,services,unknown,illiterate,no,yes,no,cellular,oct,thu,224,4,78,1,success,0.7,100.138,-33.62,4.92,5242.1,no
33,management,single,professional.course,no,yes,no,cellular,feb,tue,146,1,999,0,nonexistent,0.6,99.856,-37.59,4.171,5247.1,no
47,services,married,university.degree,no,yes,no,cellular,sep,tue,175,3,999,0,nonexistent,-0.2,103.305,-39.03,4.378,5207.4,no
50,unknown,married,basic.4y,no,no,yes,cellular,apr,tue,202,5,999,0,nonexistent,0.3,102.257,-36.63,4.324,5242.5,no
68,services,single,basic.9y,no,yes,no,telephone,apr,mon,120,3,209,2,success,1.1,97.134,-38.21,4.818,5200.4,no
44,self-employed,single,basic.9y,yes,yes,no,cellular,nov,mon,188,2,999,0,nonexistent,-0.5,98.217,-38.9,3.547,5263.1,no
26,housemaid,unknown,basic.9y,no,yes,no,cellular,sep,tue,299,5,102,0,failure,0.3,96.983,-33.05,4.008,5202.7,no
66,technician,divorced,basic.6y,no,yes,no,cellular,mar,wed,169,5,999,0,nonexistent,-0.4,98.112,-38.88,4.094,5279.8,no
45,technician,married,basic.4y,yes,no,no,cellular,mar,wed,203,3,999,0,nonexistent,0.1,101.607,-40.42,4.965,5206.8,no
47,blue-collar,divorced,unknown,no,no,no,cellular,dec,tue,97,1,999,0,nonexistent,0.6,100.19,-39.73,3.792,5291.8,no
82,student,divorced,university.degree,no,no,no,telephone,jun,wed,283,4,103,1,success,1.1,99.027,-36.87,3.988,5266.1,no
39,technician,single,basic.4y,no,yes,no,cellular,mar,thu,216,5,999,0,nonexistent,-0.4,97.436,-32.96,3.587,5235.5,no
31,student,divorced,illiterate,no,no,yes,cellular,may,tue,309,1,105,1,failure,0.6,97.183,-34.97,4.432,5297.8,no
41,admin.,divorced,illiterate,no,no,yes,cellular,apr,fri,186,2,999,0,nonexistent,0.8,98.901,-39.02,3.699,5238.1,yes
54,blue-collar,unknown,professional.course,no,no,yes,cellular,jun,mon,167,3,999,0,nonexistent,0.4,99.077,-37.21,4.34,5224.6,no
54,services,single,basic.6y,no,yes,yes,cellular,may,tue,139,4,73,2,success,1.2,97.188,-32.83,4.578,5228.3,yes
71,self-employed,married,basic.4y,no,yes,no,cellular,apr,mon,113,3,999,0,nonexistent,0.6,96.811,-38.53,4.99,5224.3,no
38,unemployed,single,professional.course,no,yes,no,cellular,nov,tue,133,5,999,0,nonexistent,1.4,103.356,-32.19,4.724,5216.8,yes
37,entrepreneur,single,university.degree,no,no,yes,cellular,mar,tue,93,4,38,1,success,0.3,97.422,-32.03,4.012,5274.9,no
54,admin.,divorced,illiterate,no,no,yes,cellular,dec,tue,129,1,999,0,nonexistent,1.4,102.619,-34.11,3.578,5240.8,no
50,blue-collar,single,university.degree,no,no,yes,cellular,feb,mon,113,1,999,0,nonexistent,0.4,99.626,-40.05,4.923,5237.6,no
56,technician,unknown,professional.course,no,no,yes,telephone,dec,thu,307,1,999,0,nonexistent,-0.5,103.458,-33.96,4.684,5204.2,yes
30,management,divorced,high.school,no,no,no,cellular,nov,mon,69,3,303,0,success,0.5,101.597,-37.79,4.949,5247.7,yes
38,student,married,unknown,no,yes,yes,cellular,may,tue,134,2,999,0,nonexistent,1.1,99.651,-34.09,3.925,5212.2,no
26,entrepreneur,married,basic.4y,yes,no,yes,cellular,apr,mon,104,4,999,0,nonexistent,0,101.1,-41.15,4.544,5273.9,no
58,admin.,unknown,basic.6y,no,yes,no,cellular,oct,tue,314,1,999,0,nonexistent,0.2,100.058,-41.45,4.751,5230,no
31,self-employed,single,basic.6y,no,yes,no,cellular,jul,tue,60,4,93,0,success,-0.4,100.898,-41.82,3.608,5250.9,no
44,unknown,divorced,university.degree,no,no,no,cellular,aug,fri,239,5,999,0,nonexistent,1,101.508,-36.04,4.657,5246.3,no
56,housemaid,unknown,basic.9y,no,yes,no,telephone,jun,mon,205,4,261,2,success,0.9,98.177,-36.34,4.731,5299.3,yes
21,services,single,high.school,no,no,yes,cellular,sep,fri,265,1,999,0,nonexistent,-0.4,98.529,-37.63,4.446,5253.6,yes
51,retired,unknown,basic.6y,no,no,yes,cellular,apr,mon,326,1,175,2,success,-0.3,98.444,-39.01,4.313,5267.9,no
46,unknown,unknown,unknown,no,yes,yes,cellular,jan,thu,105,2,999,0,nonexistent,0.9,98.626,-41.94,3.693,5216.9,no
42,services,unknown,basic.9y,no,no,yes,telephone,oct,mon,164,2,999,0,nonexistent,1.2,101.29,-32.34,4.277,5234.7,no
44,self-employed,divorced,illiterate,yes,yes,no,cellular,jun,mon,220,5,999,0,nonexistent,1.2,97.366,-34.69,4.395,5295.4,no
57,admin.,unknown,professional.course,no,yes,yes,telephone,may,mon,314,2,346,2,success,0.4,96.808,-35.11,4.36,5204.5,no
60,services,unknown,university.degree,no,no,no,cellular,jun,wed,126,2,364,1,success,0,100.73,-37,3.88,5233.5,no
83,unknown,unknown,professional.course,no,yes,yes,cellular,dec,wed,348,5,278,0,success,0.6,100.519,-37.95,3.633,5259,yes
42,admin.,divorced,basic.9y,no,yes,no,cellular,jan,tue,231,5,999,0,nonexistent,0.8,102.752,-35.45,4.674,5258.9,no
28,blue-collar,married,professional.course,yes,yes,yes,cellular,mar,wed,326,1,999,0,nonexistent,-0.2,101.345,-35.54,4.882,5253.8,yes
56,blue-collar,single,high.school,no,yes,no,cellular,aug,tue,302,2,999,0,nonexistent,0.3,100.46,-38.6,3.769,5295.6,no
58,technician,married,university.degree,no,yes,no,telephone,jul,fri,307,2,999,0,nonexistent,1.3,96.29,-33.77,3.898,5287.9,no
59,unemployed,married,professional.course,no,no,no,telephone,jul,fri,296,2,999,0,nonexistent,0.8,100.306,-41.22,4.603,5216.7,no
26,housemaid,unknown,professional.course,no,yes,no,cellular,jan,tue,105,5,999,0,nonexistent,0.1,101.121,-40.38,3.945,5226.2,no
64,housemaid,unknown,professional.course,no,no,yes,cellular,may,mon,228,3,999,0,nonexistent,1.4,102.852,-38.95,4.48,5292.4,yes
62,housemaid,unknown,high.school,no,yes,no,cellular,dec,fri,352,3,999,0,nonexistent,0.5,101.12,-35.38,3.745,5284.1,no
32,services,single,unknown,no,yes,no,cellular,mar,tue,205,1,999,0,nonexistent,0.1,98.056,-40.04,3.59,5289.4,yes
47,entrepreneur,unknown,high.school,no,no,yes,cellular,jul,mon,86,5,200,2,failure,-0.2,97.582,-40.89,4.017,5254,no
47,housemaid,unknown,university.degree,no,yes,no,cellular,apr,thu,180,1,999,0,nonexistent,0.7,102.557,-40.47,4.859,5247.5,no
33,student,married,basic.9y,no,no,no,cellular,nov,wed,66,4,999,0,nonexistent,0.3,98.904,-36.24,3.585,5201.7,no
62,retired,single,basic.9y,no,yes,no,cellular,sep,thu,192,5,308,0,failure,0.5,98.086,-32.7,4.146,5260,yes
43,management,married,basic.6y,no,no,no,cellular,aug,mon,222,3,999,0,nonexistent,0.5,103.285,-37.03,4.197,5222.2,no
32,entrepreneur,single,unknown,no,no,yes,cellular,oct,fri,85,3,194,1,failure,0,101.381,-34.15,4.717,5226.6,no
35,unknown,divorced,university.degree,no,no,no,cellular,apr,fri,167,3,999,0,nonexistent,1.1,101.409,-41.37,4.873,5235.6,no
60,unknown,single,university.degree,no,yes,no,cellular,nov,fri,140,1,999,0,nonexistent,-0.1,102.445,-33.92,4.255,5266.5,yes
26,services,single,unknown,no,no,no,telephone,feb,wed,278,1,999,0,nonexistent,1.3,97.326,-40.09,4.267,5235.4,no
43,unknown,unknown,unknown,no,yes,yes,cellular,jul,tue,140,2,360,2,success,-0.2,100.255,-40.19,4.457,5249.7,yes
36,retired,single,basic.9y,no,yes,yes,cellular,nov,fri,294,4,999,0,nonexistent,1.5,101.317,-35.78,4.417,5253.3,no
33,blue-collar,unknown,unknown,no,yes,no,cellular,jan,fri,217,1,216,2,failure,-0.1,101.713,-38.07,3.639,5227.6,no
35,retired,unknown,illiterate,no,no,no,cellular,oct,wed,169,1,999,0,nonexistent,0.2,97.162,-33.42,3.687,5278.2,no
46,retired,divorced,basic.4y,no,yes,yes,cellular,apr,mon,109,1,999,0,nonexistent,1.3,103.327,-37.75,3.577,5229.3,yes
26,entrepreneur,married,basic.9y,no,yes,no,cellular,jan,tue,297,2,999,0,nonexistent,0.1,101.707,-41.39,3.866,5213.7,no
50,technician,divorced,basic.9y,no,no,no,cellular,may,wed,238,3,999,0,nonexistent,1.4,100.784,-32.21,4.28,5228.4,no
22,technician,single,basic.9y,no,no,yes,cellular,sep,fri,183,2,999,0,nonexistent,0.2,96.176,-34.51,4.876,5224.9,no
38,self-employed,divorced,illiterate,no,no,no,cellular,nov,tue,71,2,999,0,nonexistent,1,101.191,-40,4.517,5269.7,yes
38,entrepreneur,single,basic.6y,no,no,no,cellular,nov,wed,345,5,65,1,success,0.3,101.758,-35.3,3.774,5226.3,yes
48,admin.,single,basic.9y,no,no,yes,telephone,feb,mon,251,3,288,0,failure,1,98.662,-34.72,4.248,5289.9,no
35,services,single,university.degree,no,no,yes,cellular,sep,fri,154,3,999,0,nonexistent,-0.5,99.553,-38.32,3.945,5274.1,no
36,student,unknown,university.degree,no,no,no,cellular,oct,thu,336,2,999,0,nonexistent,0.4,96.747,-32.42,4.4,5288.4,yes
34,services,unknown,basic.4y,no,no,yes,cellular,dec,tue,359,1,999,0,nonexistent,0.3,100.01,-33.23,4.93,5210.7,no
65,self-employed,unknown,high.school,no,no,no,telephone,jan,thu,243,2,999,0,nonexistent,0,102.324,-41.92,3.964,5295.8,yes
31,student,single,basic.6y,no,yes,no,cellular,apr,tue,231,5,307,0,success,0.5,100.431,-39.03,4.18,5207.3,no
52,retired,divorced,unknown,no,yes,no,telephone,oct,mon,340,5,327,1,success,0.8,103.23,-38.38,3.679,5235.5,no
27,unknown,divorced,high.school,no,no,yes,cellular,aug,fri,257,2,999,0,nonexistent,-0.4,99.35,-34.88,4.602,5252.8,no
55,admin.,single,professional.course,yes,no,yes,cellular,aug,tue,77,4,277,0,success,-0.2,97.456,-41.73,4.408,5225.9,no
28,unemployed,divorced,unknown,no,no,yes,cellular,apr,tue,207,2,999,0,nonexistent,0.6,101.561,-34.4,4.157,5210.6,no
22,self-employed,single,basic.6y,no,yes,no,cellular,sep,mon,90,2,146,2,success,0.3,98.846,-40.75,4.276,5263.1,yes
26,entrepreneur,married,basic.4y,no,no,no,telephone,apr,wed,226,3,999,0,nonexistent,1,98.276,-40.03,4.604,5228.4,no
25,services,divorced,professional.course,no,no,no,cellular,jul,tue,239,1,999,0,nonexistent,-0.1,96.772,-32.81,4.401,5204.4,yes
33,management,divorced,basic.9y,no,no,no,telephone,jun,wed,199,2,999,0,nonexistent,1.2,102.64,-37.58,4.199,5270.1,yes
34,student,single,professional.course,no,yes,no,cellular,oct,mon,301,5,53,1,success,0.1,102.521,-40.98,4.073,5270.9,no
39,unemployed,divorced,basic.4y,no,yes,no,cellular,apr,mon,178,3,999,0,nonexistent,0.1,102.379,-40.1,4.557,5254,no
30,services,single,unknown,no,no,no,cellular,jan,fri,302,1,999,0,nonexistent,0.9,100.894,-35.9,3.632,5235.3,no
28,entrepreneur,unknown,professional.course,no,no,no,cellular,apr,wed,215,2,999,0,nonexistent,1.2,96.376,-40.66,4.002,5251,no
37,retired,divorced,basic.4y,no,no,yes,cellular,jun,thu,221,2,999,0,nonexistent,1.2,96.03,-33.14,3.507,5254.3,no
57,student,unknown,university.degree,no,yes,no,cellular,mar,tue,275,1,999,0,nonexistent,-0.1,100.694,-33.39,4.85,5288,yes
41,self-employed,single,university.degree,no,yes,no,cellular,jun,mon,92,2,999,0,nonexistent,0.7,98.997,-35.02,4.445,5287.9,no
53,student,single,university.degree,no,yes,no,cellular,feb,mon,349,5,999,0,nonexistent,-0.3,98.467,-33.07,3.681,5278.2,no
25,entrepreneur,single,professional.course,no,no,no,cellular,jan,wed,87,2,999,0,nonexistent,0.3,97.702,-34.85,4.939,5265.1,yes
77,management,married,professional.course,no,no,no,cellular,jun,wed,98,4,999,0,nonexistent,1.4,99.441,-35.3,4.641,5214.5,no
53,unknown,married,illiterate,no,yes,no,cellular,oct,mon,320,3,999,0,nonexistent,0.3,100.394,-38.61,4.846,5210.4,no
32,unknown,married,illiterate,no,no,yes,cellular,sep,fri,286,3,999,0,nonexistent,0.7,97.444,-38.89,4.501,5249.4,yes
60,student,divorced,high.school,yes,no,no,cellular,nov,thu,154,2,261,0,success,-0.1,96.267,-39.09,4.05,5262.2,no
41,student,single,basic.9y,no,no,yes,cellular,jan,fri,310,3,999,0,nonexistent,-0.2,97.863,-37.36,4.438,5242.7,no
35,unknown,unknown,basic.9y,no,no,yes,cellular,jun,wed,319,4,999,0,nonexistent,0.1,102.991,-33.37,3.886,5299,yes
70,self-employed,single,unknown,no,yes,no,telephone,jul,tue,316,2,272,0,failure,1.4,98.213,-40.11,3.666,5256.3,no
27,housemaid,unknown,university.degree,no,yes,no,cellular,sep,thu,342,2,999,0,nonexistent,-0.3,99.805,-34.96,4.075,5251.5,no
36,blue-collar,single,unknown,no,no,no,cellular,aug,tue,210,1,999,0,nonexistent,0.3,101.5,-40.66,3.701,5262.4,no
62,management,single,professional.course,no,yes,no,cellular,nov,tue,315,3,4,0,success,0.4,102.377,-40.9,4.976,5246.1,yes
33,unknown,single,high.school,yes,yes,no,cellular,jun,wed,281,4,999,0,nonexistent,1.4,102.629,-41,4.251,5212.7,no
71,retired,unknown,unknown,no,no,no,cellular,jan,thu,285,2,999,0,nonexistent,0.2,102.792,-37.3,4.53,5233.7,yes
86,management,divorced,high.school,no,no,yes,cellular,dec,mon,296,1,999,0,nonexistent,0.1,98.922,-40.22,3.882,5282.1,no
38,entrepreneur,divorced,illiterate,no,no,yes,cellular,dec,mon,345,1,999,0,nonexistent,-0.1,103.445,-32.68,4.62,5265.1,no
47,housemaid,single,basic.9y,no,no,no,cellular,apr,wed,110,2,999,0,nonexistent,0.6,102.598,-32.24,4.546,5233.9,no
18,entrepreneur,married,basic.6y,yes,yes,no,cellular,nov,wed,232,2,999,0,nonexistent,0.1,100.128,-40.55,4.877,5281.5,no
35,student,single,high.school,no,yes,yes,cellular,apr,wed,311,2,999,0,nonexistent,0.7,96.537,-38.38,4.365,5232.7,no
76,unknown,married,basic.6y,no,no,no,cellular,mar,fri,252,3,999,0,nonexistent,1.1,102.699,-40.85,3.904,5236.7,no
34,retired,single,professional.course,no,yes,no,cellular,mar,fri,297,5,283,2,success,0.5,96.349,-41.52,4.781,5292.8,no
45,unemployed,divorced,basic.6y,yes,no,no,cellular,aug,mon,250,5,999,0,nonexistent,0.3,97.802,-34.03,4.479,5262.2,yes
44,unknown,married,illiterate,yes,yes,no,cellular,apr,tue,299,2,305,2,failure,0.3,102.154,-36.22,3.869,5297.1,yes
27,retired,unknown,basic.4y,yes,yes,yes,cellular,dec,fri,218,1,999,0,nonexistent,0.2,101.9,-32.27,4.718,5255.9,no
38,blue-collar,unknown,basic.9y,no,yes,yes,cellular,feb,wed,161,5,999,0,nonexistent,0.2,102.42,-33.54,4.314,5200.7,yes
80,unknown,married,university.degree,no,yes,yes,cellular,feb,mon,149,4,999,0,nonexistent,0.7,102.804,-37.52,3.526,5243.3,no
59,housemaid,married,basic.4y,no,no,no,cellular,feb,thu,171,5,999,0,nonexistent,1.2,102.509,-40.46,4.685,5217.1,yes
19,entrepreneur,single,unknown,no,no,yes,telephone,sep,thu,319,5,999,0,nonexistent,-0.2,101.782,-37.23,4.151,5255.2,no
50,student,unknown,university.degree,no,yes,no,cellular,dec,wed,139,4,999,0,nonexistent,1.2,102.171,-37.91,4.67,5207.1,yes
49,technician,single,basic.4y,no,no,no,cellular,jan,thu,160,3,999,0,nonexistent,-0.5,98.94,-37.05,4.591,5286,no
37,self-employed,married,basic.4y,no,yes,yes,cellular,dec,thu,100,4,999,0,nonexistent,1,98.534,-37.42,4.877,5282.2,no
44,services,single,high.school,no,yes,yes,telephone,sep,thu,355,5,999,0,nonexistent,-0.4,98.928,-34.68,4.122,5269.4,yes
37,unemployed,single,basic.9y,no,no,yes,cellular,sep,thu,271,2,999,0,nonexistent,1.2,96.082,-33.83,4.559,5289.7,no
46,blue-collar,unknown,basic.9y,no,no,yes,cellular,mar,thu,333,2,999,0,nonexistent,0.6,96.917,-41.4,3.926,5273.5,no
35,self-employed,married,illiterate,yes,yes,no,cellular,dec,wed,258,2,999,0,nonexistent,0.5,97.944,-32.81,4.875,5255,no
34,unemployed,single,unknown,no,no,yes,cellular,may,mon,210,5,999,0,nonexistent,1.4,99.94,-39.78,4.91,5255.3,no
46,technician,divorced,university.degree,no,no,no,telephone,oct,wed,108,2,999,0,nonexistent,0,100.009,-41.28,4.623,5228.8,no
38,admin.,married,professional.course,no,yes,no,cellular,aug,wed,358,1,999,0,nonexistent,1.1,99.873,-37.98,4.151,5218.7,yes
26,blue-collar,married,university.degree,no,yes,no,cellular,nov,tue,300,2,999,0,nonexistent,1.3,99.416,-33.45,3.543,5276.8,no
36,retired,single,high.school,no,no,yes,cellular,nov,thu,180,1,92,2,success,1.2,99.089,-40.02,4.505,5248.7,no
31,retired,divorced,professional.course,no,yes,no,cellular,nov,thu,200,5,999,0,nonexistent,1,96.198,-40.54,4.978,5295.4,no
53,unemployed,divorced,basic.4y,no,yes,yes,cellular,dec,thu,186,4,999,0,nonexistent,1.1,97.632,-38.84,4.554,5277.4,yes
73,technician,married,basic.9y,yes,yes,no,cellular,jul,tue,102,1,81,2,failure,0.4,100.143,-35.57,4.73,5219.1,no
28,technician,single,basic.9y,no,yes,no,telephone,jan,thu,66,3,999,0,nonexistent,-0.5,103.238,-38.83,4.505,5266.6,no
42,blue-collar,married,unknown,no,yes,yes,cellular,feb,wed,210,2,999,0,nonexistent,0.6,100.711,-37.63,4.235,5212.1,yes
82,self-employed,unknown,illiterate,no,yes,yes,telephone,jul,mon,303,1,999,0,nonexistent,-0.3,99.553,-36.25,4.207,5279.1,no
36,services,divorced,professional.course,no,yes,yes,telephone,jul,wed,141,4,197,0,success,1,102.07,-36.21,4.872,5244.5,no
23,unknown,single,basic.4y,no,yes,yes,cellular,jun,tue,359,4,999,0,nonexistent,0.1,102.793,-33.54,4.329,5235.9,no
30,services,divorced,basic.4y,no,yes,no,cellular,sep,thu,95,4,999,0,nonexistent,0.2,100.056,-38.33,3.855,5285.9,no
30,services,unknown,high.school,no,yes,yes,cellular,jan,fri,127,1,999,0,nonexistent,-0.5,100.82,-37.14,4.872,5254.5,no
51,housemaid,married,basic.4y,no,yes,yes,cellular,jul,mon,217,4,71,1,success,-0.3,98.008,-35.71,4.486,5269.6,no
22,self-employed,unknown,illiterate,no,no,no,telephone,apr,tue,131,1,999,0,nonexistent,0.9,102.534,-34.84,4.884,5224.2,no
33,unemployed,divorced,university.degree,no,yes,yes,cellular,sep,thu,250,1,108,2,success,0.4,99.109,-39.36,4.516,5203.2,no
49,student,married,basic.9y,no,yes,yes,cellular,feb,mon,102,5,999,0,nonexistent,1,101.403,-33.68,4.324,5264,no
